coin,tf,signal,lev,mode,period,ret,bh_ret,beat_bh,n_trades,win_rate,max_dd
BTC,4h,ema5/20,1,L,bear_2025q4,1.63,-23.3,True,12,0.333,9.62
BTC,4h,ema5/20,1,L+S,bear_2025q4,25.5,-23.3,True,23,0.435,11.61
BTC,4h,ema5/20,2,L,bear_2025q4,3.27,-23.3,True,12,0.333,19.25
BTC,4h,ema5/20,2,L+S,bear_2025q4,50.99,-23.3,True,23,0.435,23.22
BTC,4h,ema5/20,3,L,bear_2025q4,4.9,-23.3,True,12,0.333,28.87
BTC,4h,ema5/20,3,L+S,bear_2025q4,76.49,-23.3,True,23,0.435,34.83
BTC,4h,c>ema50,1,L,bear_2025q4,-6.06,-23.3,True,14,0.214,12.84
BTC,4h,c>ema50,1,L+S,bear_2025q4,10.79,-23.3,True,27,0.296,11.61
BTC,4h,c>ema50,2,L,bear_2025q4,-12.13,-23.3,True,14,0.214,25.68
BTC,4h,c>ema50,2,L+S,bear_2025q4,21.57,-23.3,True,27,0.296,23.23
BTC,4h,c>ema50,3,L,bear_2025q4,-18.19,-23.3,True,14,0.214,38.52
BTC,4h,c>ema50,3,L+S,bear_2025q4,32.36,-23.3,True,27,0.296,34.84
BTC,4h,c>ema100,1,L,bear_2025q4,-2.64,-23.3,True,7,0.143,4.14
BTC,4h,c>ema100,1,L+S,bear_2025q4,17.49,-23.3,True,14,0.429,3.55
BTC,4h,c>ema100,2,L,bear_2025q4,-5.27,-23.3,True,7,0.143,8.29
BTC,4h,c>ema100,2,L+S,bear_2025q4,34.98,-23.3,True,14,0.429,7.1
BTC,4h,c>ema100,3,L,bear_2025q4,-7.91,-23.3,True,7,0.143,12.43
BTC,4h,c>ema100,3,L+S,bear_2025q4,52.46,-23.3,True,14,0.429,10.65
BTC,4h,c>ema200,1,L,bear_2025q4,-4.15,-23.3,True,5,0.2,2.48
BTC,4h,c>ema200,1,L+S,bear_2025q4,14.03,-23.3,True,10,0.3,3.45
BTC,4h,c>ema200,2,L,bear_2025q4,-8.3,-23.3,True,5,0.2,4.96
BTC,4h,c>ema200,2,L+S,bear_2025q4,28.06,-23.3,True,10,0.3,6.9
BTC,4h,c>ema200,3,L,bear_2025q4,-12.45,-23.3,True,5,0.2,7.44
BTC,4h,c>ema200,3,L+S,bear_2025q4,42.09,-23.3,True,10,0.3,10.34
BTC,4h,macd12/26,1,L,bear_2025q4,-4.02,-23.3,True,15,0.267,19.57
BTC,4h,macd12/26,1,L+S,bear_2025q4,13.99,-23.3,True,31,0.419,19.65
BTC,4h,macd12/26,2,L,bear_2025q4,-8.04,-23.3,True,15,0.267,39.14
BTC,4h,macd12/26,2,L+S,bear_2025q4,27.98,-23.3,True,31,0.419,39.3
BTC,4h,macd12/26,3,L,bear_2025q4,-12.05,-23.3,True,15,0.267,58.71
BTC,4h,macd12/26,3,L+S,bear_2025q4,41.98,-23.3,True,31,0.419,58.95
BTC,4h,macd26/52,1,L,bear_2025q4,4.62,-23.3,True,7,0.429,9.0
BTC,4h,macd26/52,1,L+S,bear_2025q4,31.86,-23.3,True,13,0.615,5.61
BTC,4h,macd26/52,2,L,bear_2025q4,9.24,-23.3,True,7,0.429,18.0
BTC,4h,macd26/52,2,L+S,bear_2025q4,63.72,-23.3,True,13,0.615,11.22
BTC,4h,macd26/52,3,L,bear_2025q4,13.86,-23.3,True,7,0.429,26.99
BTC,4h,macd26/52,3,L+S,bear_2025q4,95.59,-23.3,True,13,0.615,16.83
BTC,4h,st2.0,1,L,bear_2025q4,-0.51,-23.3,True,9,0.333,9.91
BTC,4h,st2.0,1,L+S,bear_2025q4,21.1,-23.3,True,17,0.471,16.08
BTC,4h,st2.0,2,L,bear_2025q4,-1.02,-23.3,True,9,0.333,19.82
BTC,4h,st2.0,2,L+S,bear_2025q4,42.19,-23.3,True,17,0.471,32.16
BTC,4h,st2.0,3,L,bear_2025q4,-1.53,-23.3,True,9,0.333,29.73
BTC,4h,st2.0,3,L+S,bear_2025q4,63.29,-23.3,True,17,0.471,48.24
BTC,4h,st3.0,1,L,bear_2025q4,4.29,-23.3,True,5,0.6,2.68
BTC,4h,st3.0,1,L+S,bear_2025q4,31.38,-23.3,True,9,0.778,2.68
BTC,4h,st3.0,2,L,bear_2025q4,8.59,-23.3,True,5,0.6,5.36
BTC,4h,st3.0,2,L+S,bear_2025q4,62.75,-23.3,True,9,0.778,5.36
BTC,4h,st3.0,3,L,bear_2025q4,12.88,-23.3,True,5,0.6,8.03
BTC,4h,st3.0,3,L+S,bear_2025q4,94.13,-23.3,True,9,0.778,8.03
BTC,4h,st4.0,1,L,bear_2025q4,-5.74,-23.3,True,5,0.2,8.98
BTC,4h,st4.0,1,L+S,bear_2025q4,12.07,-23.3,True,9,0.556,7.09
BTC,4h,st4.0,2,L,bear_2025q4,-11.49,-23.3,True,5,0.2,17.97
BTC,4h,st4.0,2,L+S,bear_2025q4,24.14,-23.3,True,9,0.556,14.18
BTC,4h,st4.0,3,L,bear_2025q4,-17.23,-23.3,True,5,0.2,26.95
BTC,4h,st4.0,3,L+S,bear_2025q4,36.21,-23.3,True,9,0.556,21.26
BTC,4h,ema20/50,1,L,bull_2025q3,4.16,6.2,False,8,0.375,5.15
BTC,4h,ema20/50,1,L+S,bull_2025q3,-2.33,6.2,False,16,0.25,7.49
BTC,4h,ema20/50,2,L,bull_2025q3,8.31,6.2,True,8,0.375,10.3
BTC,4h,ema20/50,2,L+S,bull_2025q3,-4.66,6.2,False,16,0.25,14.99
BTC,4h,ema20/50,3,L,bull_2025q3,12.47,6.2,True,8,0.375,15.46
BTC,4h,ema20/50,3,L+S,bull_2025q3,-6.99,6.2,False,16,0.25,22.48
BTC,4h,ema50/200,1,L,bull_2025q3,3.14,6.2,False,3,0.333,0.74
BTC,4h,ema50/200,1,L+S,bull_2025q3,-3.82,6.2,False,5,0.2,5.04
BTC,4h,ema50/200,2,L,bull_2025q3,6.27,6.2,True,3,0.333,1.47
BTC,4h,ema50/200,2,L+S,bull_2025q3,-7.64,6.2,False,5,0.2,10.07
BTC,4h,ema50/200,3,L,bull_2025q3,9.41,6.2,True,3,0.333,2.21
BTC,4h,ema50/200,3,L+S,bull_2025q3,-11.45,6.2,False,5,0.2,15.11
BTC,4h,ema10/30,1,L,bull_2025q3,-1.14,6.2,False,13,0.308,10.4
BTC,4h,ema10/30,1,L+S,bull_2025q3,-12.97,6.2,False,26,0.269,17.12
BTC,4h,ema10/30,2,L,bull_2025q3,-2.28,6.2,False,13,0.308,20.8
BTC,4h,ema10/30,2,L+S,bull_2025q3,-25.95,6.2,False,26,0.269,34.25
BTC,4h,ema10/30,3,L,bull_2025q3,-3.42,6.2,False,13,0.308,31.21
BTC,4h,ema10/30,3,L+S,bull_2025q3,-38.92,6.2,False,26,0.269,51.37
BTC,4h,ema20/100,1,L,bull_2025q3,1.46,6.2,False,5,0.4,3.81
BTC,4h,ema20/100,1,L+S,bull_2025q3,-7.59,6.2,False,10,0.3,13.1
BTC,4h,ema20/100,2,L,bull_2025q3,2.92,6.2,False,5,0.4,7.62
BTC,4h,ema20/100,2,L+S,bull_2025q3,-15.19,6.2,False,10,0.3,26.2
BTC,4h,ema20/100,3,L,bull_2025q3,4.38,6.2,False,5,0.4,11.42
BTC,4h,ema20/100,3,L+S,bull_2025q3,-22.78,6.2,False,10,0.3,39.3
BTC,4h,ema5/20,1,L,bull_2025q3,-8.77,6.2,False,21,0.238,15.11
BTC,4h,ema5/20,1,L+S,bull_2025q3,-28.3,6.2,False,42,0.19,31.47
BTC,4h,ema5/20,2,L,bull_2025q3,-17.54,6.2,False,21,0.238,30.22
BTC,4h,ema5/20,2,L+S,bull_2025q3,-56.6,6.2,False,42,0.19,62.93
BTC,4h,ema5/20,3,L,bull_2025q3,-26.31,6.2,False,21,0.238,45.34
BTC,4h,ema5/20,3,L+S,bull_2025q3,-84.9,6.2,False,42,0.19,94.4
BTC,4h,c>ema50,1,L,bull_2025q3,-4.72,6.2,False,27,0.222,13.28
BTC,4h,c>ema50,1,L+S,bull_2025q3,-20.05,6.2,False,54,0.204,21.68
BTC,4h,c>ema50,2,L,bull_2025q3,-9.45,6.2,False,27,0.222,26.56
BTC,4h,c>ema50,2,L+S,bull_2025q3,-40.1,6.2,False,54,0.204,43.37
BTC,4h,c>ema50,3,L,bull_2025q3,-14.17,6.2,False,27,0.222,39.84
BTC,4h,c>ema50,3,L+S,bull_2025q3,-60.15,6.2,False,54,0.204,65.05
BTC,4h,c>ema100,1,L,bull_2025q3,-0.53,6.2,False,17,0.294,6.74
BTC,4h,c>ema100,1,L+S,bull_2025q3,-11.58,6.2,False,34,0.235,12.28
BTC,4h,c>ema100,2,L,bull_2025q3,-1.06,6.2,False,17,0.294,13.48
BTC,4h,c>ema100,2,L+S,bull_2025q3,-23.17,6.2,False,34,0.235,24.57
BTC,4h,c>ema100,3,L,bull_2025q3,-1.59,6.2,False,17,0.294,20.21
BTC,4h,c>ema100,3,L+S,bull_2025q3,-34.75,6.2,False,34,0.235,36.85
BTC,4h,c>ema200,1,L,bull_2025q3,-2.13,6.2,False,15,0.267,4.98
BTC,4h,c>ema200,1,L+S,bull_2025q3,-14.51,6.2,False,29,0.172,13.11
BTC,4h,c>ema200,2,L,bull_2025q3,-4.26,6.2,False,15,0.267,9.96
BTC,4h,c>ema200,2,L+S,bull_2025q3,-29.02,6.2,False,29,0.172,26.21
BTC,4h,c>ema200,3,L,bull_2025q3,-6.39,6.2,False,15,0.267,14.94
BTC,4h,c>ema200,3,L+S,bull_2025q3,-43.53,6.2,False,29,0.172,39.32
BTC,4h,macd12/26,1,L,bull_2025q3,-8.41,6.2,False,29,0.276,21.41
BTC,4h,macd12/26,1,L+S,bull_2025q3,-28.07,6.2,False,58,0.293,40.85
BTC,4h,macd12/26,2,L,bull_2025q3,-16.82,6.2,False,29,0.276,42.83
BTC,4h,macd12/26,2,L+S,bull_2025q3,-56.14,6.2,False,58,0.293,81.7
BTC,4h,macd12/26,3,L,bull_2025q3,-25.22,6.2,False,29,0.276,64.24
BTC,4h,macd12/26,3,L+S,bull_2025q3,-84.22,6.2,False,58,0.293,122.55
BTC,4h,macd26/52,1,L,bull_2025q3,-3.71,6.2,False,11,0.455,8.93
BTC,4h,macd26/52,1,L+S,bull_2025q3,-18.35,6.2,False,22,0.318,21.88
BTC,4h,macd26/52,2,L,bull_2025q3,-7.43,6.2,False,11,0.455,17.86
BTC,4h,macd26/52,2,L+S,bull_2025q3,-36.7,6.2,False,22,0.318,43.76
BTC,4h,macd26/52,3,L,bull_2025q3,-11.14,6.2,False,11,0.455,26.79
BTC,4h,macd26/52,3,L+S,bull_2025q3,-55.04,6.2,False,22,0.318,65.64
BTC,4h,st2.0,1,L,bull_2025q3,-10.42,6.2,False,18,0.278,19.53
BTC,4h,st2.0,1,L+S,bull_2025q3,-32.02,6.2,False,36,0.25,36.96
BTC,4h,st2.0,2,L,bull_2025q3,-20.83,6.2,False,18,0.278,39.06
BTC,4h,st2.0,2,L+S,bull_2025q3,-64.05,6.2,False,36,0.25,73.92
BTC,4h,st2.0,3,L,bull_2025q3,-31.25,6.2,False,18,0.278,58.59
BTC,4h,st2.0,3,L+S,bull_2025q3,-96.07,6.2,False,36,0.25,110.88
BTC,4h,st3.0,1,L,bull_2025q3,1.96,6.2,False,8,0.5,3.39
BTC,4h,st3.0,1,L+S,bull_2025q3,-6.77,6.2,False,16,0.438,17.23
BTC,4h,st3.0,2,L,bull_2025q3,3.93,6.2,False,8,0.5,6.79
BTC,4h,st3.0,2,L+S,bull_2025q3,-13.54,6.2,False,16,0.438,34.46
BTC,4h,st3.0,3,L,bull_2025q3,5.89,6.2,False,8,0.5,10.18
BTC,4h,st3.0,3,L+S,bull_2025q3,-20.31,6.2,False,16,0.438,51.69
BTC,4h,st4.0,1,L,bull_2025q3,-3.67,6.2,False,7,0.429,5.88
BTC,4h,st4.0,1,L+S,bull_2025q3,-17.97,6.2,False,14,0.286,18.05
BTC,4h,st4.0,2,L,bull_2025q3,-7.34,6.2,False,7,0.429,11.76
BTC,4h,st4.0,2,L+S,bull_2025q3,-35.94,6.2,False,14,0.286,36.1
BTC,4h,st4.0,3,L,bull_2025q3,-11.02,6.2,False,7,0.429,17.64
BTC,4h,st4.0,3,L+S,bull_2025q3,-53.91,6.2,False,14,0.286,54.14
BTC,4h,ema20/50,1,L,bull_2024h2,35.51,47.4,False,10,0.4,11.33
BTC,4h,ema20/50,1,L+S,bull_2024h2,26.07,47.4,False,21,0.429,19.65
BTC,4h,ema20/50,2,L,bull_2024h2,71.01,47.4,True,10,0.4,22.65
BTC,4h,ema20/50,2,L+S,bull_2024h2,52.14,47.4,True,21,0.429,39.3
BTC,4h,ema20/50,3,L,bull_2024h2,106.52,47.4,True,10,0.4,33.98
BTC,4h,ema20/50,3,L+S,bull_2024h2,78.21,47.4,True,21,0.429,58.94
BTC,4h,ema50/200,1,L,bull_2024h2,36.22,47.4,False,3,0.333,6.44
BTC,4h,ema50/200,1,L+S,bull_2024h2,22.39,47.4,False,7,0.286,26.94
BTC,4h,ema50/200,2,L,bull_2024h2,72.44,47.4,True,3,0.333,12.88
BTC,4h,ema50/200,2,L+S,bull_2024h2,44.78,47.4,False,7,0.286,53.89
BTC,4h,ema50/200,3,L,bull_2024h2,108.66,47.4,True,3,0.333,19.32
BTC,4h,ema50/200,3,L+S,bull_2024h2,67.18,47.4,True,7,0.286,80.83
BTC,4h,ema10/30,1,L,bull_2024h2,23.49,47.4,False,19,0.316,13.78
BTC,4h,ema10/30,1,L+S,bull_2024h2,2.58,47.4,False,38,0.316,21.52
BTC,4h,ema10/30,2,L,bull_2024h2,46.98,47.4,False,19,0.316,27.55
BTC,4h,ema10/30,2,L+S,bull_2024h2,5.16,47.4,False,38,0.316,43.05
BTC,4h,ema10/30,3,L,bull_2024h2,70.47,47.4,True,19,0.316,41.33
BTC,4h,ema10/30,3,L+S,bull_2024h2,7.74,47.4,False,38,0.316,64.57
BTC,4h,ema20/100,1,L,bull_2024h2,50.84,47.4,True,5,0.6,4.74
BTC,4h,ema20/100,1,L+S,bull_2024h2,51.25,47.4,True,11,0.545,12.54
BTC,4h,ema20/100,2,L,bull_2024h2,101.69,47.4,True,5,0.6,9.47
BTC,4h,ema20/100,2,L+S,bull_2024h2,102.51,47.4,True,11,0.545,25.07
BTC,4h,ema20/100,3,L,bull_2024h2,152.53,47.4,True,5,0.6,14.21
BTC,4h,ema20/100,3,L+S,bull_2024h2,153.76,47.4,True,11,0.545,37.61
BTC,4h,ema5/20,1,L,bull_2024h2,59.83,47.4,True,23,0.522,4.42
BTC,4h,ema5/20,1,L+S,bull_2024h2,71.32,47.4,True,46,0.435,12.31
BTC,4h,ema5/20,2,L,bull_2024h2,119.66,47.4,True,23,0.522,8.83
BTC,4h,ema5/20,2,L+S,bull_2024h2,142.65,47.4,True,46,0.435,24.62
BTC,4h,ema5/20,3,L,bull_2024h2,179.49,47.4,True,23,0.522,13.25
BTC,4h,ema5/20,3,L+S,bull_2024h2,213.97,47.4,True,46,0.435,36.93
BTC,4h,c>ema50,1,L,bull_2024h2,41.33,47.4,False,42,0.262,13.99
BTC,4h,c>ema50,1,L+S,bull_2024h2,35.09,47.4,False,84,0.214,28.65
BTC,4h,c>ema50,2,L,bull_2024h2,82.66,47.4,True,42,0.262,27.97
BTC,4h,c>ema50,2,L+S,bull_2024h2,70.18,47.4,True,84,0.214,57.3
BTC,4h,c>ema50,3,L,bull_2024h2,123.99,47.4,True,42,0.262,41.96
BTC,4h,c>ema50,3,L+S,bull_2024h2,105.27,47.4,True,84,0.214,85.95
BTC,4h,c>ema100,1,L,bull_2024h2,41.07,47.4,False,26,0.192,18.61
BTC,4h,c>ema100,1,L+S,bull_2024h2,35.21,47.4,False,52,0.192,32.65
BTC,4h,c>ema100,2,L,bull_2024h2,82.14,47.4,True,26,0.192,37.22
BTC,4h,c>ema100,2,L+S,bull_2024h2,70.42,47.4,True,52,0.192,65.3
BTC,4h,c>ema100,3,L,bull_2024h2,123.22,47.4,True,26,0.192,55.84
BTC,4h,c>ema100,3,L+S,bull_2024h2,105.62,47.4,True,52,0.192,97.95
BTC,4h,c>ema200,1,L,bull_2024h2,23.15,47.4,False,20,0.15,19.33
BTC,4h,c>ema200,1,L+S,bull_2024h2,-2.64,47.4,False,41,0.146,36.67
BTC,4h,c>ema200,2,L,bull_2024h2,46.3,47.4,False,20,0.15,38.65
BTC,4h,c>ema200,2,L+S,bull_2024h2,-5.28,47.4,False,41,0.146,73.35
BTC,4h,c>ema200,3,L,bull_2024h2,69.45,47.4,True,20,0.15,57.98
BTC,4h,c>ema200,3,L+S,bull_2024h2,-7.91,47.4,False,41,0.146,110.02
BTC,4h,macd12/26,1,L,bull_2024h2,35.75,47.4,False,43,0.419,14.17
BTC,4h,macd12/26,1,L+S,bull_2024h2,24.9,47.4,False,85,0.341,24.07
BTC,4h,macd12/26,2,L,bull_2024h2,71.5,47.4,True,43,0.419,28.34
BTC,4h,macd12/26,2,L+S,bull_2024h2,49.79,47.4,True,85,0.341,48.14
BTC,4h,macd12/26,3,L,bull_2024h2,107.24,47.4,True,43,0.419,42.51
BTC,4h,macd12/26,3,L+S,bull_2024h2,74.69,47.4,True,85,0.341,72.21
BTC,4h,macd26/52,1,L,bull_2024h2,41.83,47.4,False,19,0.526,9.82
BTC,4h,macd26/52,1,L+S,bull_2024h2,37.16,47.4,False,37,0.432,24.72
BTC,4h,macd26/52,2,L,bull_2024h2,83.65,47.4,True,19,0.526,19.64
BTC,4h,macd26/52,2,L+S,bull_2024h2,74.32,47.4,True,37,0.432,49.45
BTC,4h,macd26/52,3,L,bull_2024h2,125.48,47.4,True,19,0.526,29.47
BTC,4h,macd26/52,3,L+S,bull_2024h2,111.48,47.4,True,37,0.432,74.17
BTC,4h,st2.0,1,L,bull_2024h2,50.64,47.4,True,21,0.476,10.61
BTC,4h,st2.0,1,L+S,bull_2024h2,53.22,47.4,True,41,0.439,16.61
BTC,4h,st2.0,2,L,bull_2024h2,101.28,47.4,True,21,0.476,21.21
BTC,4h,st2.0,2,L+S,bull_2024h2,106.44,47.4,True,41,0.439,33.23
BTC,4h,st2.0,3,L,bull_2024h2,151.92,47.4,True,21,0.476,31.82
BTC,4h,st2.0,3,L+S,bull_2024h2,159.66,47.4,True,41,0.439,49.84
BTC,4h,st3.0,1,L,bull_2024h2,35.9,47.4,False,14,0.571,5.52
BTC,4h,st3.0,1,L+S,bull_2024h2,27.05,47.4,False,28,0.5,11.18
BTC,4h,st3.0,2,L,bull_2024h2,71.8,47.4,True,14,0.571,11.04
BTC,4h,st3.0,2,L+S,bull_2024h2,54.11,47.4,True,28,0.5,22.36
BTC,4h,st3.0,3,L,bull_2024h2,107.7,47.4,True,14,0.571,16.57
BTC,4h,st3.0,3,L+S,bull_2024h2,81.16,47.4,True,28,0.5,33.54
BTC,4h,st4.0,1,L,bull_2024h2,12.64,47.4,False,13,0.462,11.6
BTC,4h,st4.0,1,L+S,bull_2024h2,-20.42,47.4,False,26,0.423,29.94
BTC,4h,st4.0,2,L,bull_2024h2,25.28,47.4,False,13,0.462,23.2
BTC,4h,st4.0,2,L+S,bull_2024h2,-40.85,47.4,False,26,0.423,59.88
BTC,4h,st4.0,3,L,bull_2024h2,37.92,47.4,False,13,0.462,34.79
BTC,4h,st4.0,3,L+S,bull_2024h2,-61.27,47.4,False,26,0.423,89.82
BTC,4h,ema20/50,1,L,bear_2024h1,30.1,43.5,False,10,0.2,20.85
BTC,4h,ema20/50,1,L+S,bear_2024h1,7.24,43.5,False,21,0.286,43.35
BTC,4h,ema20/50,2,L,bear_2024h1,60.21,43.5,True,10,0.2,41.71
BTC,4h,ema20/50,2,L+S,bear_2024h1,14.49,43.5,False,21,0.286,86.7
BTC,4h,ema20/50,3,L,bear_2024h1,90.31,43.5,True,10,0.2,62.56
BTC,4h,ema20/50,3,L+S,bear_2024h1,21.73,43.5,False,21,0.286,130.04
BTC,4h,ema50/200,1,L,bear_2024h1,41.96,43.5,False,3,0.333,1.53
BTC,4h,ema50/200,1,L+S,bear_2024h1,35.91,43.5,False,6,0.333,8.2
BTC,4h,ema50/200,2,L,bear_2024h1,83.92,43.5,True,3,0.333,3.06
BTC,4h,ema50/200,2,L+S,bear_2024h1,71.81,43.5,True,6,0.333,16.41
BTC,4h,ema50/200,3,L,bear_2024h1,125.88,43.5,True,3,0.333,4.59
BTC,4h,ema50/200,3,L+S,bear_2024h1,107.72,43.5,True,6,0.333,24.61
BTC,4h,ema10/30,1,L,bear_2024h1,43.71,43.5,True,15,0.333,8.49
BTC,4h,ema10/30,1,L+S,bear_2024h1,41.0,43.5,False,31,0.323,10.67
BTC,4h,ema10/30,2,L,bear_2024h1,87.43,43.5,True,15,0.333,16.98
BTC,4h,ema10/30,2,L+S,bear_2024h1,82.0,43.5,True,31,0.323,21.34
BTC,4h,ema10/30,3,L,bear_2024h1,131.14,43.5,True,15,0.333,25.47
BTC,4h,ema10/30,3,L+S,bear_2024h1,123.0,43.5,True,31,0.323,32.02
BTC,4h,ema20/100,1,L,bear_2024h1,22.62,43.5,False,7,0.286,19.61
BTC,4h,ema20/100,1,L+S,bear_2024h1,-4.1,43.5,False,15,0.333,47.29
BTC,4h,ema20/100,2,L,bear_2024h1,45.25,43.5,True,7,0.286,39.21
BTC,4h,ema20/100,2,L+S,bear_2024h1,-8.2,43.5,False,15,0.333,94.59
BTC,4h,ema20/100,3,L,bear_2024h1,67.87,43.5,True,7,0.286,58.82
BTC,4h,ema20/100,3,L+S,bear_2024h1,-12.31,43.5,False,15,0.333,141.88
BTC,4h,ema5/20,1,L,bear_2024h1,26.55,43.5,False,29,0.379,13.31
BTC,4h,ema5/20,1,L+S,bear_2024h1,8.22,43.5,False,58,0.31,25.3
BTC,4h,ema5/20,2,L,bear_2024h1,53.09,43.5,True,29,0.379,26.62
BTC,4h,ema5/20,2,L+S,bear_2024h1,16.43,43.5,False,58,0.31,50.59
BTC,4h,ema5/20,3,L,bear_2024h1,79.64,43.5,True,29,0.379,39.93
BTC,4h,ema5/20,3,L+S,bear_2024h1,24.65,43.5,False,58,0.31,75.89
BTC,4h,c>ema50,1,L,bear_2024h1,23.45,43.5,False,45,0.289,20.92
BTC,4h,c>ema50,1,L+S,bear_2024h1,2.14,43.5,False,90,0.211,40.34
BTC,4h,c>ema50,2,L,bear_2024h1,46.91,43.5,True,45,0.289,41.84
BTC,4h,c>ema50,2,L+S,bear_2024h1,4.29,43.5,False,90,0.211,80.67
BTC,4h,c>ema50,3,L,bear_2024h1,70.36,43.5,True,45,0.289,62.76
BTC,4h,c>ema50,3,L+S,bear_2024h1,6.43,43.5,False,90,0.211,121.01
BTC,4h,c>ema100,1,L,bear_2024h1,37.36,43.5,False,26,0.269,21.37
BTC,4h,c>ema100,1,L+S,bear_2024h1,23.06,43.5,False,53,0.208,39.02
BTC,4h,c>ema100,2,L,bear_2024h1,74.71,43.5,True,26,0.269,42.74
BTC,4h,c>ema100,2,L+S,bear_2024h1,46.12,43.5,True,53,0.208,78.04
BTC,4h,c>ema100,3,L,bear_2024h1,112.07,43.5,True,26,0.269,64.11
BTC,4h,c>ema100,3,L+S,bear_2024h1,69.17,43.5,True,53,0.208,117.07
BTC,4h,c>ema200,1,L,bear_2024h1,37.35,43.5,False,16,0.312,8.95
BTC,4h,c>ema200,1,L+S,bear_2024h1,26.61,43.5,False,32,0.25,22.13
BTC,4h,c>ema200,2,L,bear_2024h1,74.71,43.5,True,16,0.312,17.9
BTC,4h,c>ema200,2,L+S,bear_2024h1,53.21,43.5,True,32,0.25,44.26
BTC,4h,c>ema200,3,L,bear_2024h1,112.06,43.5,True,16,0.312,26.85
BTC,4h,c>ema200,3,L+S,bear_2024h1,79.82,43.5,True,32,0.25,66.39
BTC,4h,macd12/26,1,L,bear_2024h1,-3.41,43.5,False,48,0.333,31.24
BTC,4h,macd12/26,1,L+S,bear_2024h1,-52.73,43.5,False,95,0.326,66.0
BTC,4h,macd12/26,2,L,bear_2024h1,-6.81,43.5,False,48,0.333,62.49
BTC,4h,macd12/26,2,L+S,bear_2024h1,-105.46,43.5,False,95,0.326,132.0
BTC,4h,macd12/26,3,L,bear_2024h1,-10.22,43.5,False,48,0.333,93.73
BTC,4h,macd12/26,3,L+S,bear_2024h1,-158.2,43.5,False,95,0.326,198.0
BTC,4h,macd26/52,1,L,bear_2024h1,28.12,43.5,False,25,0.36,6.45
BTC,4h,macd26/52,1,L+S,bear_2024h1,11.38,43.5,False,50,0.34,23.0
BTC,4h,macd26/52,2,L,bear_2024h1,56.25,43.5,True,25,0.36,12.91
BTC,4h,macd26/52,2,L+S,bear_2024h1,22.76,43.5,False,50,0.34,46.01
BTC,4h,macd26/52,3,L,bear_2024h1,84.37,43.5,True,25,0.36,19.36
BTC,4h,macd26/52,3,L+S,bear_2024h1,34.14,43.5,False,50,0.34,69.01
BTC,4h,st2.0,1,L,bear_2024h1,12.68,43.5,False,22,0.5,27.73
BTC,4h,st2.0,1,L+S,bear_2024h1,-19.26,43.5,False,44,0.386,47.19
BTC,4h,st2.0,2,L,bear_2024h1,25.36,43.5,False,22,0.5,55.46
BTC,4h,st2.0,2,L+S,bear_2024h1,-38.52,43.5,False,44,0.386,94.37
BTC,4h,st2.0,3,L,bear_2024h1,38.04,43.5,False,22,0.5,83.19
BTC,4h,st2.0,3,L+S,bear_2024h1,-57.78,43.5,False,44,0.386,141.56
BTC,4h,st3.0,1,L,bear_2024h1,24.7,43.5,False,12,0.333,15.31
BTC,4h,st3.0,1,L+S,bear_2024h1,-1.56,43.5,False,25,0.32,37.22
BTC,4h,st3.0,2,L,bear_2024h1,49.4,43.5,True,12,0.333,30.62
BTC,4h,st3.0,2,L+S,bear_2024h1,-3.13,43.5,False,25,0.32,74.43
BTC,4h,st3.0,3,L,bear_2024h1,74.1,43.5,True,12,0.333,45.93
BTC,4h,st3.0,3,L+S,bear_2024h1,-4.69,43.5,False,25,0.32,111.65
BTC,4h,st4.0,1,L,bear_2024h1,21.33,43.5,False,8,0.25,17.46
BTC,4h,st4.0,1,L+S,bear_2024h1,-8.59,43.5,False,17,0.294,42.1
BTC,4h,st4.0,2,L,bear_2024h1,42.66,43.5,False,8,0.25,34.93
BTC,4h,st4.0,2,L+S,bear_2024h1,-17.17,43.5,False,17,0.294,84.2
BTC,4h,st4.0,3,L,bear_2024h1,63.99,43.5,True,8,0.25,52.39
BTC,4h,st4.0,3,L+S,bear_2024h1,-25.76,43.5,False,17,0.294,126.3
BTC,4h,ema20/50,1,L,bull_2023,81.92,155.2,False,18,0.333,12.43
BTC,4h,ema20/50,1,L+S,bull_2023,52.47,155.2,False,37,0.297,19.91
BTC,4h,ema20/50,2,L,bull_2023,163.84,155.2,True,18,0.333,24.86
BTC,4h,ema20/50,2,L+S,bull_2023,104.93,155.2,False,37,0.297,39.82
BTC,4h,ema20/50,3,L,bull_2023,245.76,155.2,True,18,0.333,37.3
BTC,4h,ema20/50,3,L+S,bull_2023,157.4,155.2,True,37,0.297,59.73
BTC,4h,ema50/200,1,L,bull_2023,97.82,155.2,False,4,1.0,0.0
BTC,4h,ema50/200,1,L+S,bull_2023,84.42,155.2,False,8,0.625,11.44
BTC,4h,ema50/200,2,L,bull_2023,195.64,155.2,True,4,1.0,0.0
BTC,4h,ema50/200,2,L+S,bull_2023,168.85,155.2,True,8,0.625,22.88
BTC,4h,ema50/200,3,L,bull_2023,293.46,155.2,True,4,1.0,0.0
BTC,4h,ema50/200,3,L+S,bull_2023,253.27,155.2,True,8,0.625,34.32
BTC,4h,ema10/30,1,L,bull_2023,76.42,155.2,False,38,0.289,19.98
